Enable,Playlist Name,Channel Name,Group Title,TVG Id,TVG Name,Duration,Stream URL,TVG Logo,Metadata,Test Result,Error Message
1,13_SM_Combined.m3u,Deshe Bideshe,Sm All TV,,,-1,https://dbcanada.sonarbanglatv.com/deshebideshe/dbtv/index.m3u8,https://pbs.twimg.com/profile_images/739539785304281088/zMwNO936_400x400.jpg,[],OK,
1,13_SM_Combined.m3u,Deshe Bideshe,Sm All TV,,,-1,https://dbcanada.sonarbanglatv.com/deshebideshe/dbtv/index.m3u8,https://pbs.twimg.com/profile_images/739539785304281088/zMwNO936_400x400.jpg,[],OK,
1,00_Live_Streams.m3u,Deshi TV,Sm All TV,,,-1,https://deshitv.deshitv24.net/live/myStream/playlist.m3u8,https://www.deshitv.com/images//bangla_logo/DeshTV24-BanglaLogo.png,[],OK,
1,12_Sydul104_My.m3u,Deshi TV,Bangla,,,-1,https://deshitv.deshitv24.net/live/myStream/playlist.m3u8,https://www.deshitv.com/images//bangla_logo/DeshTV24-BanglaLogo.png,[],OK,
1,13_SM_Combined.m3u,Deshi TV,Sm All TV,,,-1,https://deshitv.deshitv24.net/live/myStream/playlist.m3u8,https://www.deshitv.com/images//bangla_logo/DeshTV24-BanglaLogo.png,[],OK,
1,13_SM_Combined.m3u,Deshi TV,Sm All TV,,,-1,https://deshitv.deshitv24.net/live/myStream/playlist.m3u8,https://www.deshitv.com/images//bangla_logo/DeshTV24-BanglaLogo.png,[],OK,
1,14_IPTV_Org_BD.m3u,Deshi TV (720p),General,DeshiTV.ca@SD,,-1,https://deshitv.deshitv24.net/live/myStream/playlist.m3u8,https://i.imgur.com/PzqzgMm.png,[],OK,
1,15_IPTV_Org_IN.m3u,Desi Channel (720p),Entertainment,DesiChannel.in@SD,,-1,https://livestream.unlimitedcdn.com/agm-dc/desi-channel/index.m3u8,https://desichannel.in/wp-content/uploads/2025/01/desi-channel.png,[],OK,
1,12_Sydul104_My.m3u,Dhaka FM,FM Radio,,,-1,http://118.179.219.244:8000/;,https://cdn.instant.audio/images/logos/radio-bd-com/dhaka.png,[],FAILED,"400, message=""Bad status line:\n  Expected HTTP/, RTSP/ or ICE/:\n\n  b'ICY 200 OK'\n      ^"", url='http://118.179.219.244:8000/;'"
1,15_IPTV_Org_IN.m3u,Dhool TV (576p),Music,DhoolTV.in@SD,,-1,https://mumt04.tangotv.in/m18aqlK4SUBHARTITV/index.m3u8,https://i.ibb.co/Rk78p2LB/dhooltv.png,[],FAILED,TimeoutError()
1,13_SM_Combined.m3u,Dhoom Music,Sm All TV,3006,,-1,https://jioplaylistdown.yecic62314.workers.dev/live.m3u8?id=3006,https://otapp.store/uploads/tv_image/sm/dhoom-music-bangla.png,[],FAILED,HTTP Error: 404 Not Found
1,15_IPTV_Org_IN.m3u,Dhoom Music (720p),Music,DhoomMusic.in@SD,,-1,https://cdn-1.pishow.tv/live/1456/master.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DHOOM_MUSIC/images/LOGO_HD/image.png,[],FAILED,HTTP Error: 404 Not Found
1,00_Live_Streams.m3u,Dhoom Music Bangla,Aynaott,3006,,-1,http://103.175.73.12:8080/live/378/378_0.m3u8,https://static.wikia.nocookie.net/etv-gspn-bangla/images/6/68/Dhoom_Music_Bangla_logo_%282014%29.png,[],FAILED,"Cannot connect to host 103.175.73.12:8080 ssl:False [Connect call failed ('103.175.73.12', 8080)]"
1,11_FAST_IPTV_Z.m3u,Discover Pakistan,Documentory,,,-1,https://livecdn.live247stream.com/discoverpakistan/web/playlist.m3u8,https://i.postimg.cc/zvPTkPjH/IJH47f-J.png,[],OK,
1,00_Live_Streams.m3u,Discovery,Toffee,573,,-1,https://d1g8wgjurz8via.cloudfront.net/bpk-tv/Discoverychannel2/default/manifest.mpd,https://imagesdishtvd2h.whatsonindia.com/dasimages/channel/landscape/360x270/UyI5ljKM.png,[],OK,
1,00_Live_Streams.m3u,Discovery,Toffee,573,,-1,https://v4-pan-n79-cdn-01.live.cdn.cgates.lt/live/dash/562104/index.mpd,https://raw.githubusercontent.com/BadhanStrom/img/refs/heads/main/discovery.png,[],FAILED,HTTP Error: 403 
1,00_Live_Streams.m3u,Discovery,Toffee,573,,-1,https://qp-pldt-live-bpk-02-prod.akamaized.net/bpk-tv/discovery/default/index.mpd,https://i.imgur.com/2rx8Whs.png,[],FAILED,HTTP Error: 403 Forbidden
1,11_FAST_IPTV_Z.m3u,Discovery,Documentory,573,,-1,http://202.70.146.135:8000/play/a05z/index.m3u8,https://i.postimg.cc/cJ90sMKN/20240823_023541.png,[],OK,
1,13_SM_Combined.m3u,Discovery,Sm All TV,573,,-1,http://202.70.146.135:8000/play/a05z/index.m3u8,"https://assets-prod.services.toffeelive.com/f_png,w_300,q_85/KS6x-JQBv9knK3AHwDZy/posters/6594d216-aaca-4eee-b6f5-bbc6b80feb15.webp",[],OK,
1,13_SM_Combined.m3u,Discovery,Toffee,573,Discovery,-1,https://bldcmprod-cdn.toffeelive.com/cdn/live/discovery_sd/playlist.m3u8,https://assets-prod.services.toffeelive.com/KS6x-JQBv9knK3AHwDZy/posters/6594d216-aaca-4eee-b6f5-bbc6b80feb15.webp,"['#KODIPROP:inputstream.adaptive.stream_headers=Host=bldcmprod-cdn.toffeelive.com&cookie=Edge-Cache-Cookie%3DURLPrefix%3DaHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires%3D1788739246:KeyName%3Dprod_linear:Signature%3DBoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ&user-agent=okhttp/5.1.0&client-api-header=null&accept-encoding=gzip', '#EXTVLCOPT:http-user-agent=okhttp/5.1.0', '#EXTHTTP:{""Host"": ""bldcmprod-cdn.toffeelive.com"", ""cookie"": ""Edge-Cache-Cookie=URLPrefix=aHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires=1788739246:KeyName=prod_linear:Signature=BoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ"", ""client-api-header"": ""null"", ""accept-encoding"": ""gzip""}']",OK,
1,12_Sydul104_My.m3u,Discovery Bangla,Documentary,,,-1,https://master-proxy.wispy-boat-fc77.workers.dev/?url=http://stvlive.net:8080/discovery/tracks-v1a1/mono.m3u8,https://bdiptv.stream/uploads/tv_image/discovery.png,[],OK,
1,13_SM_Combined.m3u,Discovery Bangla,Sm All TV,,,-1,http://myxpanel.pro:80/live/Ander1/Ander1/694020.ts,"https://assets-prod.services.toffeelive.com/f_png,w_300,q_85/KS6x-JQBv9knK3AHwDZy/posters/6594d216-aaca-4eee-b6f5-bbc6b80feb15.webp",[],OK,
1,13_SM_Combined.m3u,Discovery Bangla 2,Sm All TV,,,-1,https://jioplaylistdown.yecic62314.workers.dev/live.m3u8?id=573,"https://assets-prod.services.toffeelive.com/f_png,w_300,q_85/KS6x-JQBv9knK3AHwDZy/posters/6594d216-aaca-4eee-b6f5-bbc6b80feb15.webp",[],FAILED,HTTP Error: 404 Not Found
1,13_SM_Combined.m3u,Discovery HD,Toffee,3428,Discovery HD,-1,https://bldcmprod-cdn.toffeelive.com/cdn/live/discovery_hd/playlist.m3u8,https://assets-prod.services.toffeelive.com/KC6x-JQBv9knK3AHqjYc/posters/55e554f1-dbbb-47bd-97fe-fca878726c4c.webp,"['#KODIPROP:inputstream.adaptive.stream_headers=Host=bldcmprod-cdn.toffeelive.com&cookie=Edge-Cache-Cookie%3DURLPrefix%3DaHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires%3D1788739246:KeyName%3Dprod_linear:Signature%3DBoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ&user-agent=okhttp/5.1.0&client-api-header=null&accept-encoding=gzip', '#EXTVLCOPT:http-user-agent=okhttp/5.1.0', '#EXTHTTP:{""Host"": ""bldcmprod-cdn.toffeelive.com"", ""cookie"": ""Edge-Cache-Cookie=URLPrefix=aHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires=1788739246:KeyName=prod_linear:Signature=BoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ"", ""client-api-header"": ""null"", ""accept-encoding"": ""gzip""}']",OK,
1,12_Sydul104_My.m3u,Discovery Hindi,Documentary,575,,-1,http://202.70.146.135:8000/play/a05z/index.m3u8,https://bdiptv.stream/uploads/tv_image/discovery.png,"['#https://denver1769.pages.dev/Discovery/discovery_hd_hindi.m3u8', '#https://d1g8wgjurz8via.cloudfront.net/bpk-tv/Discoverychannel2/default/manifest.mpd', '#https://korim.packingggl.workers.dev/api/bc508cf627/playlist.m3u8', '#https://stream.ottplus.bd/live/discovery_sd_abr/live/discovery_sd/chunks.m3u8', '#http://103.151.60.162:2121/play/a01k/index.m3u8']",OK,
1,00_Live_Streams.m3u,Discovery ID,Documentary,,,-1,https://v4-pan-n79-cdn-01.live.cdn.cgates.lt/live/dash/561805/index.mpd,https://raw.githubusercontent.com/BadhanStrom/img/refs/heads/main/discovery_id.png,[],FAILED,HTTP Error: 403 
1,00_Live_Streams.m3u,Discovery Investigation,Documentary,,,-1,https://d1g8wgjurz8via.cloudfront.net/bpk-tv/Investigationdiscovery2/default/manifest.mpd,https://imagesdishtvd2h.whatsonindia.com/dasimages/channel/landscape/360x270/mHhlDCiL.png,[],OK,
1,00_Live_Streams.m3u,Discovery Kids,Toffee,DiscoveryKids.in,,-1,https://d1g8wgjurz8via.cloudfront.net/bpk-tv/Discoverykids2/default/manifest.mpd,https://imagesdishtvd2h.whatsonindia.com/dasimages/channel/landscape/360x270/RzedYhFG.png,[],OK,
1,11_FAST_IPTV_Z.m3u,Discovery Kids,Kids,DiscoveryKids.in,,-1,https://stream.ottplus.live/live/discovery_kids_abr/index.m3u8,https://i.postimg.cc/wTvMLMp2/20240823_021706.png,[],OK,
1,13_SM_Combined.m3u,Discovery Kids,Sm All TV,DiscoveryKids.in,,-1,https://stream.ottplus.live/live/discovery_kids_abr/index.m3u8,https://i.postimg.cc/wTvMLMp2/20240823_021706.png,[],OK,
1,13_SM_Combined.m3u,Discovery Kids,Cartoon,DiscoveryKids.in,,-1,https://stream.ottplus.live/live/discovery_kids_abr/index.m3u8,https://i.postimg.cc/wTvMLMp2/20240823_021706.png,[],OK,
1,13_SM_Combined.m3u,Discovery Kids,Toffee,DiscoveryKids.in,Discovery Kids,-1,https://bldcmprod-cdn.toffeelive.com/cdn/live/discovery_kids/playlist.m3u8,https://assets-prod.services.toffeelive.com/1i6e-JQBv9knK3AHHTXR/posters/325887a7-84ea-4cf9-a6fd-6111ddc25671.webp,"['#KODIPROP:inputstream.adaptive.stream_headers=Host=bldcmprod-cdn.toffeelive.com&cookie=Edge-Cache-Cookie%3DURLPrefix%3DaHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires%3D1788739246:KeyName%3Dprod_linear:Signature%3DBoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ&user-agent=okhttp/5.1.0&client-api-header=null&accept-encoding=gzip', '#EXTVLCOPT:http-user-agent=okhttp/5.1.0', '#EXTHTTP:{""Host"": ""bldcmprod-cdn.toffeelive.com"", ""cookie"": ""Edge-Cache-Cookie=URLPrefix=aHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires=1788739246:KeyName=prod_linear:Signature=BoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ"", ""client-api-header"": ""null"", ""accept-encoding"": ""gzip""}']",OK,
1,00_Live_Streams.m3u,Discovery Science,Toffee,DiscoveryScience.in,,-1,https://d1g8wgjurz8via.cloudfront.net/bpk-tv/Discoveryscience2/default/manifest.mpd,https://imagesdishtvd2h.whatsonindia.com/dasimages/channel/landscape/360x270/vIA7TExn.png,[],OK,
1,13_SM_Combined.m3u,Discovery Science,Toffee,DiscoveryScience.in,Discovery Science,-1,https://bldcmprod-cdn.toffeelive.com/cdn/live/discovery_science/playlist.m3u8,https://assets-prod.services.toffeelive.com/AS6s-JQBv9knK3AHDTZb/posters/eab8fd0f-9351-464c-b45e-332f38b49f4b.webp,"['#KODIPROP:inputstream.adaptive.stream_headers=Host=bldcmprod-cdn.toffeelive.com&cookie=Edge-Cache-Cookie%3DURLPrefix%3DaHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires%3D1788739246:KeyName%3Dprod_linear:Signature%3DBoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ&user-agent=okhttp/5.1.0&client-api-header=null&accept-encoding=gzip', '#EXTVLCOPT:http-user-agent=okhttp/5.1.0', '#EXTHTTP:{""Host"": ""bldcmprod-cdn.toffeelive.com"", ""cookie"": ""Edge-Cache-Cookie=URLPrefix=aHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires=1788739246:KeyName=prod_linear:Signature=BoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ"", ""client-api-header"": ""null"", ""accept-encoding"": ""gzip""}']",OK,
1,00_Live_Streams.m3u,Discovery Turbo,Toffee,541,,-1,https://d1g8wgjurz8via.cloudfront.net/bpk-tv/Discoveryturbo2/default/manifest.mpd,https://imagesdishtvd2h.whatsonindia.com/dasimages/channel/landscape/360x270/6eCv1iuk.png,[],OK,
1,13_SM_Combined.m3u,Discovery Turbo,Toffee,541,Discovery Turbo,-1,https://bldcmprod-cdn.toffeelive.com/cdn/live/discovery_turbo/playlist.m3u8,https://assets-prod.services.toffeelive.com/Ay6s-JQBv9knK3AHJTY1/posters/e8f65578-e82d-4e4a-a1ff-073becc5bd71.webp,"['#KODIPROP:inputstream.adaptive.stream_headers=Host=bldcmprod-cdn.toffeelive.com&cookie=Edge-Cache-Cookie%3DURLPrefix%3DaHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires%3D1788739246:KeyName%3Dprod_linear:Signature%3DBoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ&user-agent=okhttp/5.1.0&client-api-header=null&accept-encoding=gzip', '#EXTVLCOPT:http-user-agent=okhttp/5.1.0', '#EXTHTTP:{""Host"": ""bldcmprod-cdn.toffeelive.com"", ""cookie"": ""Edge-Cache-Cookie=URLPrefix=aHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires=1788739246:KeyName=prod_linear:Signature=BoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ"", ""client-api-header"": ""null"", ""accept-encoding"": ""gzip""}']",OK,
1,15_IPTV_Org_IN.m3u,Disha TV (396p),Undefined,DishaTV.in@SD,,-1,https://d1msejlow1t3l4.cloudfront.net/fta/dishatv/playlist.m3u8,https://jiotvimages.cdn.jio.com/dare_images/images/Disha_tv.png,[],OK,
1,11_FAST_IPTV_Z.m3u,Disnep HD,Kids,,,-1,http://88.212.15.19/live/disney_channel_hun/index.m3u8,https://i.postimg.cc/BnPv7zt1/20240823_021725.png,[],OK,
1,13_SM_Combined.m3u,Disney Channel,Cartoon,disney-channel,,-1,https://yowaimo.in/Sflex-ArtlPVT0719/DISNEY_CHANNEL.m3u8,https://jiotv.catchup.cdn.jio.com/dare_images/images/Disney_Channel.png,[],FAILED,Cannot connect to host yowaimo.in:443 ssl:False [Temporary failure in name resolution]
1,13_SM_Combined.m3u,Disney Channel,Cartoon,disney-channel,,-1,http://181.119.215.61:8000/play/a0g1/index.m3u8,https://jiotv.catchup.cdn.jio.com/dare_images/images/Disney_Channel.png,[],OK,
1,15_IPTV_Org_IN.m3u,Disney Channel (576p),Kids,DisneyChannel.in@SD,,-1,http://202.70.146.135:8000/play/a01q/index.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DISNEY_CHANNEL/images/LOGO_HD/image.png,[],OK,
1,13_SM_Combined.m3u,Disney Channel [in],Sm All TV,1373,,-1,http://rgkkw.live:80/live/1Aoen7elp5/IgMJ60tmAa/19741.ts,http://picons.cmshulk.com/picons/disneych.png,[],OK,
1,15_IPTV_Org_IN.m3u,Disney Channel HD (1080p),Kids,DisneyChannel.in@HD,,-1,http://66.102.126.10:8000/play/a013/index.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DISNEY_CHANNEL_HD/images/LOGO_HD/image.png,[],OK,
1,00_Live_Streams.m3u,Disney International HD,Kids,1375,,-1,http://103.182.170.32:8888/play/a01y,https://static.wikia.nocookie.net/logopedia/images/7/7f/Disney_International_HD_logo.png,[],FAILED,"Cannot connect to host 103.182.170.32:8888 ssl:False [Connect call failed ('103.182.170.32', 8888)]"
1,14_IPTV_Org_BD.m3u,Disney International HD (1080p),Kids,DisneyInternationalHD.in@SD,,-1,http://202.70.146.135:8000/play/a04p/index.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DISNEY_INTERNATIONAL_HD/images/LOGO_HD/image.png,[],OK,
1,15_IPTV_Org_IN.m3u,Disney International HD (1080p),Kids,DisneyInternationalHD.in@SD,,-1,http://202.70.146.135:8000/play/a04p/index.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DISNEY_INTERNATIONAL_HD/images/LOGO_HD/image.png,[],OK,
1,13_SM_Combined.m3u,Doraemon,Cartoon,,,-1,https://live20.bozztv.com/giatvplayout7/giatv-209902/tracks-v1a1/mono.ts.m3u8,https://upload.wikimedia.org/wikipedia/en/b/bd/Doraemon_character.png,[],OK,
1,11_FAST_IPTV_Z.m3u,Doraemon TV,Kids,,,-1,https://live20.bozztv.com/giatvplayout7/giatv-209902/tracks-v1a1/mono.ts.m3u8,https://upload.wikimedia.org/wikipedia/en/b/bd/Doraemon_character.png,[],OK,
1,13_SM_Combined.m3u,Doraemon TV,Sm All TV,,,-1,https://live20.bozztv.com/giatvplayout7/giatv-209902/tracks-v1a1/mono.ts.m3u8,https://static.wikia.nocookie.net/logopedia/images/e/e4/Doraemon2005.svg,[],OK,
1,00_Live_Streams.m3u,Drama 24,Aynaott,,,-1,https://vods2.aynascope.net/gseriesDrama/index.m3u8,https://raw.githubusercontent.com/BadhanStrom/img/refs/heads/main/G-Series_Logo.png,[],OK,
1,13_SM_Combined.m3u,Drama 24,Sm All TV,,,-1,https://vods2.aynaott.com/gseriesDrama/tracks-v1a1/mono.ts.m3u8,https://raw.githubusercontent.com/BadhanStrom/img/refs/heads/main/G-Series_Logo.png,[],OK,
1,00_Live_Streams.m3u,Duronto TV,Cartoon,,,-1,https://tvsen4.aynaott.com/durontotv/tracks-v1a1/mono.ts.m3u8,https://static.wikia.nocookie.net/logopedia/images/d/d7/Duronto_TV_Logo.png,[],FAILED,HTTP Error: 404 Not Found
1,11_FAST_IPTV_Z.m3u,Duronto TV,Kids,,,-1,https://tvsen6.aynaott.com/6xyZ3N4oHv2KBJdB6W4p/index.m3u8,https://i.postimg.cc/0QRKCsfQ/20240823_020937.png,[],OK,
1,13_SM_Combined.m3u,Duronto TV,Sm All TV,,,-1,http://premiumtvs.space:80/live/PeH5kPWFfG/infamous7funny/433.ts,https://i.postimg.cc/zBCLNtGZ/Duronto.jpg,[],FAILED,HTTP Error: 401 Unauthorized
1,13_SM_Combined.m3u,Duronto TV,Cartoon,,,-1,https://tvsen6.aynaott.com/6xyZ3N4oHv2KBJdB6W4p/index.m3u8,https://i.postimg.cc/0QRKCsfQ/20240823_020937.png,[],OK,
1,14_IPTV_Org_BD.m3u,Duronto TV (720p),Kids,DurontoTV.bd@SD,,-1,https://tvsen6.aynaott.com/6xyZ3N4oHv2KBJdB6W4p/index.m3u8,https://i.imgur.com/gXsddRK.png,[],OK,
1,12_Sydul104_My.m3u,DW,Ungrouped,496,,-1,https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/index.m3u8,,[],OK,
1,13_SM_Combined.m3u,DW,Toffee,496,DW,-1,https://bldcmprod-cdn.toffeelive.com/cdn/live/dw_tv/playlist.m3u8,https://assets-prod.services.toffeelive.com/7oPt_p8BJIOHmUelhXWj/posters/d6328092-9437-4806-8dc7-d00732d56832.png,"['#KODIPROP:inputstream.adaptive.stream_headers=Host=bldcmprod-cdn.toffeelive.com&cookie=Edge-Cache-Cookie%3DURLPrefix%3DaHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires%3D1788739246:KeyName%3Dprod_linear:Signature%3DBoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ&user-agent=okhttp/5.1.0&client-api-header=null&accept-encoding=gzip', '#EXTVLCOPT:http-user-agent=okhttp/5.1.0', '#EXTHTTP:{""Host"": ""bldcmprod-cdn.toffeelive.com"", ""cookie"": ""Edge-Cache-Cookie=URLPrefix=aHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires=1788739246:KeyName=prod_linear:Signature=BoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ"", ""client-api-header"": ""null"", ""accept-encoding"": ""gzip""}']",OK,
1,13_SM_Combined.m3u,DW News,Sm All TV,496,,-1,https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/stream02/streamPlaylist.m3u8,https://otapp.store/uploads/tv_image/sm/dw-news.png,[],OK,
1,13_SM_Combined.m3u,E24,Sm All TV,,,-1,https://jioplaylistdown.yecic62314.workers.dev/live.m3u8?id=591,https://i.ibb.co/dbjnG3X/20240803-105403.png,[],FAILED,HTTP Error: 404 Not Found
1,11_FAST_IPTV_Z.m3u,Ekattor HD,Bangladeshi,,,-1,https://tvsen6.aynaott.com/EWDrV5QskgarZEUBb3pU/index.m3u8,https://i.postimg.cc/BnBz3S8W/20240822-230603.png,[],OK,
1,13_SM_Combined.m3u,Ekattor HD,Sm All TV,102000,Ekattor HD,-1,http://103.165.93.31:8095/ekattorTv/tracks-v1a1/mono.m3u8,https://cdn.ekattorbd.com/contents/cache/images/1200x630x1/uploads/media/2023/08/13/default-f5a63c8327b98eafee564f28c3a9ebdb.png,[],OK,
1,00_Live_Streams.m3u,Ekattor TV,Toffee,,,-1,https://owrcovcrpy.gpcdn.net/bpk-tv/1705/output/index.m3u8,https://static.wikia.nocookie.net/etv-gspn-bangla/images/8/82/Ekattor_TV_HD_2012.png/revision/latest?cb=20231121094023,[],FAILED,HTTP Error: 403 Forbidden
1,12_Sydul104_My.m3u,Ekattor TV,Bangla,(no tvg-id)(m3u4u),Ekattor TV,-1,https://owrcovcrpy.gpcdn.net/bpk-tv/1705/output/index.m3u8,https://s4.gifyu.com/images/imagea02f4314e761661d.png,[],FAILED,HTTP Error: 403 Forbidden
1,13_SM_Combined.m3u,Ekattor TV,Sm All TV,,,-1,https://tvsen6.aynaott.com/EWDrV5QskgarZEUBb3pU/index.m3u8,https://tstatic.akash-go.com/cms-ui/images/custom-content/1739963327549.png,[],OK,
1,13_SM_Combined.m3u,Ekattor TV,Toffee,,Ekattor TV,-1,https://bldcmprod-cdn.toffeelive.com/cdn/live/ekattor_tv/playlist.m3u8,https://assets-prod.services.toffeelive.com/PS_La5oBNnOkwJLWLRN_/posters/e8c444fd-ee3b-4bf3-bb0a-f969bc295f82.png,"['#KODIPROP:inputstream.adaptive.stream_headers=Host=bldcmprod-cdn.toffeelive.com&cookie=Edge-Cache-Cookie%3DURLPrefix%3DaHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires%3D1788739246:KeyName%3Dprod_linear:Signature%3DBoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ&user-agent=okhttp/5.1.0&client-api-header=null&accept-encoding=gzip', '#EXTVLCOPT:http-user-agent=okhttp/5.1.0', '#EXTHTTP:{""Host"": ""bldcmprod-cdn.toffeelive.com"", ""cookie"": ""Edge-Cache-Cookie=URLPrefix=aHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires=1788739246:KeyName=prod_linear:Signature=BoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ"", ""client-api-header"": ""null"", ""accept-encoding"": ""gzip""}']",OK,
1,11_FAST_IPTV_Z.m3u,Ekhon,Bangladeshi,,,-1,https://stream.ottplus.live/live/ekhon_tv_abr/index.m3u8,https://i.postimg.cc/1tkB62gc/20240822-231147.png,[],OK,
1,00_Live_Streams.m3u,Ekhon TV,Toffee,,,-1,http://103.229.254.25:7001/play/a09k/index.m3u8,https://static.wikia.nocookie.net/etv-gspn-bangla/images/d/dd/Ekhon_TV_logo.png,[],FAILED,"Cannot connect to host 103.229.254.25:7001 ssl:False [Connect call failed ('103.229.254.25', 7001)]"
1,12_Sydul104_My.m3u,Ekhon TV,Bangla,(no tvg-id)(m3u4u),Ekhon TV,-1,https://stream.ottplus.live/live/ekhon_tv_abr/live/ekhon_tv_hd_720/chunks.m3u8,https://upload.wikimedia.org/wikipedia/en/0/0d/Ekhon_Logo.png,['#https://app24.jagobd.com.bd/c3VydmVyX8RpbEU9Mi8xNy8yMFDEEHGcfRgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcEdsEfeDeKiNkVN3PTOmdFseWRtaW51aiPhnPTI2/globaltv.stream/tracks-v1a1/mono.m3u8'],OK,
1,13_SM_Combined.m3u,Ekhon TV,Sm All TV,,,-1,https://stream.ottplus.live/live/ekhon_tv_abr/index.m3u8,https://static.wikia.nocookie.net/etv-gspn-bangla/images/d/dd/Ekhon_TV_logo.png,[],OK,
